rownum,stateabbrv,avg smoke,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,avg obese,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,avg exercise,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,TX,0.1521,0.375,0.067,0.167,0.000,0.322,0.571,0.250,0.167,0.300,0.663,0.750,0.800,0.500,0.600,31.850,"10,136.03",0.201,-1.068,85.554,83.370,54.977,75.126,55.521,97.903,0.022,0.020,0.023,0.052,0.315,0.161,0.139,0.535,-0.963,60.748,0.597,15.378,0.039,0.271,0.439,0.611,0.116,6.773,0.021,0.019,19.32,0.523,"30,856.16","76,621.65",5.216,14.738,7.532,-0.016,20.733,"1,608.00",0.031,47.922,0.150,0.005,"1,530.68",0.027,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,TX,0.1910,0.275,0.208,0.144,0.137,0.262,0.292,0.287,0.319,0.151,0.764,0.634,0.710,0.821,0.890,24.697,"9,046.31",1.112,-0.401,81.801,79.411,64.590,77.544,61.369,65.224,0.105,0.109,0.101,0.191,0.364,0.174,0.128,0.504,-0.468,59.706,14.135,16.916,0.049,0.240,0.306,0.604,0.147,5.909,0.021,0.021,74.85,0.363,"31,689.55","85,067.94",5.560,14.851,1.721,0.002,17.490,"6,504.51",0.074,40.034,0.240,0.009,"1,728.99",0.023,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,TX,0.1823,0.464,0.174,0.000,0.091,0.318,0.333,0.350,0.133,0.455,0.612,0.464,0.565,0.600,0.818,27.635,"10,338.97",0.983,-0.499,80.375,86.477,61.499,84.390,55.402,97.378,0.011,0.009,0.014,0.078,0.343,0.170,0.075,0.495,-1.163,60.968,16.586,12.602,0.051,0.255,0.341,0.550,0.137,6.470,0.024,0.022,25.96,0.377,"29,976.17","73,542.05",6.463,13.832,1.524,-0.012,11.712,540.00,-0.164,44.167,0.210,0.008,"1,739.00",0.030,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,TX,0.2452,0.407,0.245,0.187,0.143,0.256,0.306,0.248,0.298,0.174,0.726,0.557,0.721,0.781,0.846,21.058,"9,499.34",-0.731,-0.468,79.655,80.155,64.912,75.449,63.835,69.540,0.059,0.052,0.064,0.091,0.288,0.117,0.081,0.610,-2.246,45.831,19.301,15.664,0.051,0.459,0.440,0.673,0.092,6.753,0.050,0.052,117.13,0.383,"28,336.29","101,710.13",5.490,15.187,3.108,-0.010,17.929,"3,268.71",-0.135,40.486,0.205,0.007,"1,741.94",0.019,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,TX,0.2024,0.270,0.233,0.166,0.140,0.243,0.269,0.242,0.240,0.221,0.757,0.596,0.750,0.819,0.864,23.733,"11,491.57",0.792,-0.172,80.741,82.483,66.353,80.379,62.227,72.661,0.114,0.096,0.131,0.230,0.343,0.104,0.153,0.486,-1.102,51.919,10.457,17.774,0.044,0.697,0.732,0.682,0.142,10.917,0.038,0.032,306.17,0.240,"39,232.14","119,476.11",5.928,16.622,-0.276,0.007,24.387,"4,312.80",-0.159,42.320,0.195,0.008,"2,337.84",0.027,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,TX,0.1925,0.249,0.219,0.177,0.125,0.225,0.271,0.241,0.203,0.186,0.752,0.592,0.748,0.806,0.861,25.479,"11,466.03",0.594,0.110,78.584,84.682,65.663,82.711,65.479,64.680,0.134,0.112,0.154,0.262,0.364,0.110,0.196,0.454,-1.179,52.551,15.074,23.569,0.048,0.716,0.709,0.699,0.126,17.236,0.031,0.029,637.28,0.218,"43,435.64","146,568.37",6.018,16.594,-1.675,0.004,30.471,"4,829.00",-0.168,40.350,0.202,0.007,"2,574.30",0.033,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,TX,0.2354,0.333,0.100,0.300,0.208,0.290,0.371,0.191,0.222,0.375,0.651,0.439,0.647,0.850,0.667,26.556,"11,453.35",1.667,-0.542,83.385,81.870,61.772,80.617,59.637,91.176,0.037,0.039,0.037,0.129,0.327,0.146,0.091,0.532,-0.884,59.178,10.462,6.611,0.055,0.252,0.348,0.602,0.187,3.792,0.028,0.025,45.33,0.390,"32,551.98","76,538.17",6.042,14.175,5.650,-0.014,14.963,"1,550.67",-0.088,41.428,0.212,0.008,"1,968.59",0.021,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,TX,0.1774,0.252,0.184,0.165,0.109,0.269,0.339,0.266,0.207,0.263,0.695,0.527,0.686,0.742,0.825,27.711,"11,068.09",0.873,0.078,81.412,83.701,68.946,79.597,67.715,79.564,0.032,0.025,0.037,0.200,0.364,0.147,0.119,0.513,-0.807,59.382,14.237,9.842,0.050,0.432,0.452,0.560,0.122,5.209,0.025,0.020,80.13,0.330,"32,245.06","98,253.83",5.168,15.021,3.891,-0.009,16.226,"1,468.82",-0.203,42.885,0.204,0.008,"1,526.81",0.022,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,TX,0.2618,0.345,0.229,0.243,0.230,0.289,0.343,0.296,0.306,0.211,0.738,0.572,0.718,0.770,0.892,25.439,"11,247.58",-0.478,-0.070,84.893,84.190,64.783,81.333,61.707,79.475,0.031,0.028,0.031,0.121,0.354,0.155,0.116,0.511,-0.387,62.177,19.340,6.884,0.055,0.146,0.178,0.585,0.157,4.064,0.016,0.016,74.97,0.361,"32,364.69","91,101.52",5.525,14.609,4.051,-0.008,15.610,"3,850.59",-0.110,43.823,0.218,0.009,"1,732.89",0.032,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,TX,0.2404,0.332,0.251,0.207,0.171,0.326,0.380,0.314,0.372,0.238,0.701,0.559,0.654,0.761,0.832,23.455,"11,099.27",0.303,-0.503,82.251,83.493,62.466,79.305,59.840,88.959,0.039,0.034,0.041,0.163,0.356,0.180,0.102,0.501,-0.856,65.686,20.134,6.941,0.051,0.131,0.181,0.563,0.163,3.871,0.012,0.012,57.15,0.399,"31,308.78","82,326.09",5.480,14.186,4.345,-0.003,13.793,658.65,-0.207,40.906,0.252,0.010,"1,875.98",0.020,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,OK,0.2366,0.344,0.256,0.200,0.146,0.261,0.295,0.255,0.247,0.248,0.725,0.589,0.693,0.783,0.834,19.773,"9,748.58",0.456,-1.317,79.713,74.803,58.787,72.248,56.898,73.640,0.057,0.059,0.058,0.105,0.303,0.156,0.086,0.570,-1.228,65.289,13.136,7.099,0.038,0.001,-0.006,0.618,0.108,4.267,0.028,0.035,51.40,0.472,"27,931.00","84,841.17",4.616,17.103,-1.779,-0.009,17.937,"1,470.00",-0.167,44.047,0.223,0.007,"1,627.22",0.014,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,OK,0.2271,0.282,0.228,0.214,0.184,0.251,0.419,0.244,0.232,0.111,0.731,0.614,0.702,0.768,0.842,21.860,"12,131.62",0.124,-1.500,80.811,81.162,56.454,76.421,62.485,149.240,0.047,0.043,0.050,0.081,0.301,0.182,0.075,0.551,-0.928,89.358,7.378,13.193,0.034,-0.121,-0.068,0.582,0.086,3.367,0.016,0.023,16.03,0.621,"28,343.35","63,084.64",4.880,15.592,5.331,-0.004,16.529,"1,440.00",-0.109,45.641,0.199,0.006,"2,463.82",0.013,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,OK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,24.726,"12,285.50",1.235,-1.949,82.439,77.041,57.143,71.939,54.622,140.390,0.011,0.002,0.022,0.020,0.256,0.219,0.055,0.449,-0.338,96.953,8.916,17.670,0.041,-0.251,-0.236,0.512,0.151,4.324,0.012,0.018,10.65,0.538,"29,047.12","38,790.30",6.161,13.832,-8.750,0.017,12.500,,,45.592,0.193,0.006,"1,733.72",0.011,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,OK,0.2133,0.284,0.227,0.219,0.124,0.268,0.309,0.269,0.269,0.226,0.690,0.555,0.690,0.743,0.771,23.801,"11,276.30",1.494,-1.928,75.974,74.066,60.548,70.546,51.453,101.282,0.019,0.015,0.022,0.077,0.321,0.164,0.090,0.533,-0.366,76.061,4.207,3.901,0.040,0.054,0.167,0.575,0.144,2.029,0.016,0.015,32.95,0.442,"29,690.60","68,778.76",4.889,15.728,-2.527,-0.007,13.468,882.00,-0.166,46.164,0.197,0.007,"1,641.64",0.014,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,OK,0.2262,0.350,0.230,0.190,0.134,0.263,0.247,0.327,0.205,0.272,0.713,0.615,0.719,0.725,0.793,23.707,"10,937.58",-0.049,-2.013,81.145,72.909,56.311,70.146,51.841,105.517,0.024,0.018,0.032,0.076,0.310,0.177,0.068,0.542,-0.062,83.559,3.050,6.647,0.030,-0.046,0.000,0.591,0.076,2.333,0.013,0.013,15.09,0.604,"28,315.15","74,016.12",5.110,14.124,1.210,0.010,18.576,"1,485.00",-0.007,50.917,0.185,0.005,"1,894.64",0.018,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,OK,0.2329,0.294,0.227,0.233,0.178,0.281,0.328,0.293,0.283,0.219,0.709,0.612,0.696,0.736,0.791,21.679,"11,152.20",1.049,-0.924,81.707,77.459,66.543,70.765,57.914,77.927,0.042,0.031,0.051,0.152,0.319,0.170,0.074,0.547,-0.745,71.243,2.975,4.242,0.037,0.075,0.208,0.581,0.139,1.570,0.032,0.026,31.80,0.382,"28,079.79","74,028.18",4.687,15.516,-1.913,-0.007,14.320,"1,176.00",-0.041,45.362,0.200,0.004,"1,439.99",0.012,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,OK,0.2177,0.328,0.239,0.174,0.130,0.245,0.275,0.251,0.243,0.209,0.725,0.579,0.703,0.779,0.837,20.836,"10,378.96",0.400,-0.330,77.549,81.495,68.535,77.493,61.393,67.924,0.096,0.083,0.107,0.170,0.348,0.137,0.129,0.517,-0.490,59.641,10.004,6.497,0.037,0.242,0.283,0.646,0.105,5.442,0.019,0.017,171.25,0.305,"34,351.71","102,512.22",4.687,17.001,-3.512,0.018,23.750,"3,425.50",-0.010,42.160,0.234,0.006,"1,774.95",0.017,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,OK,0.1977,0.302,0.259,0.122,0.108,0.286,0.314,0.237,0.239,0.355,0.708,0.593,0.722,0.703,0.815,23.849,"10,948.47",2.349,-1.974,81.288,72.051,57.626,68.345,51.483,94.921,0.032,0.029,0.033,0.033,0.334,0.188,0.093,0.496,-0.078,62.592,3.157,2.147,0.044,0.053,0.168,0.547,0.133,1.062,0.020,0.020,22.89,0.458,"25,140.27","64,846.29",5.012,15.208,-3.446,0.008,16.160,"1,470.00",-0.009,45.461,0.202,0.006,"2,173.18",0.019,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,TX,0.2069,0.293,0.247,0.154,0.133,0.231,0.302,0.243,0.173,0.205,0.706,0.545,0.747,0.718,0.813,26.606,"12,027.68",0.562,-0.590,80.497,80.675,64.722,81.267,57.645,88.085,0.035,0.033,0.036,0.122,0.326,0.132,0.087,0.544,-0.678,64.055,5.262,5.740,0.051,0.233,0.275,0.597,0.180,3.191,0.025,0.022,65.25,0.372,"32,930.41","86,097.88",5.715,14.820,8.063,-0.010,16.538,"4,705.18",0.000,41.589,0.202,0.006,"1,840.44",0.020,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,AR,0.2144,0.309,0.215,0.199,0.134,0.254,0.286,0.236,0.268,0.228,0.741,0.597,0.725,0.826,0.817,22.799,"9,361.93",2.139,-0.533,81.992,82.757,63.901,75.385,59.037,75.250,0.030,0.032,0.024,0.176,0.352,0.163,0.122,0.503,-0.572,59.660,13.703,3.168,0.046,0.125,0.252,0.564,0.199,2.723,0.013,0.011,38.40,0.384,"31,876.95","95,178.55",4.738,17.078,-1.747,0.002,14.826,"3,910.02",-0.017,40.135,0.226,0.009,"1,323.43",0.014,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,OK,0.2419,0.278,0.230,0.213,0.247,0.292,0.340,0.310,0.269,0.247,0.697,0.564,0.674,0.777,0.773,26.307,"12,226.05",2.630,-1.913,81.843,74.601,57.760,73.304,53.123,126.793,0.015,0.017,0.011,0.163,0.316,0.222,0.071,0.460,-1.120,59.613,5.873,5.458,0.050,0.013,0.165,0.552,0.197,3.353,0.007,0.010,17.88,0.423,"26,431.28","63,457.19",4.887,15.551,-1.466,0.000,10.612,"1,135.83",-0.138,43.335,0.221,0.006,"1,318.37",0.012,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,41.223,"4,874.59",,,80.887,,,,,,0.000,0.000,0.000,0.000,,0.218,,,,11.049,1.557,12.570,0.080,,,0.793,0.449,18.293,0.016,0.013,0.39,0.945,"16,695.86","132,633.50",,12.167,,,4.900,,,,0.282,0.015,"5,546.27",0.072,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,19.610,"6,896.30",0.217,-1.694,70.587,71.230,56.590,69.048,57.791,49.251,0.082,0.073,0.092,0.082,0.264,0.083,0.087,0.475,,34.403,4.139,4.704,0.055,0.698,0.700,0.715,0.024,6.541,0.029,0.029,8.71,0.364,"41,724.35","196,806.00",8.706,20.006,-5.599,0.044,26.040,"2,786.29",-0.200,45.470,0.200,0.013,"3,856.64",0.020,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,25.017,"8,119.36",,-2.310,65.233,73.256,46.512,58.140,62.687,40.330,0.045,0.033,0.056,0.013,0.298,0.098,0.032,0.434,,22.531,0.324,2.805,0.084,0.221,0.200,0.663,0.039,5.188,0.022,0.029,0.30,0.687,"39,971.68","188,352.90",10.053,16.457,-0.438,-0.004,21.200,"2,718.67",,45.864,0.166,0.008,"13,621.18",0.043,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,22.099,"3,850.55",-1.277,,57.122,,,,,,0.000,0.000,0.000,0.000,,0.095,,,,21.463,0.556,0.556,0.053,0.150,-0.027,0.715,0.015,0.556,,,2.49,0.744,"39,909.41","185,287.00",11.360,20.659,,,21.100,,,,0.112,0.000,"11,741.84",0.054,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,28.938,"12,570.21",,,71.436,,,,,-256.030,0.030,0.022,0.032,0.044,0.270,0.174,0.032,0.583,,39.137,0.208,0.791,0.096,,,0.629,0.002,1.366,0.018,0.027,0.20,0.864,"27,612.82","118,903.60",,17.892,-25.289,0.095,12.700,,,31.340,0.248,0.031,,0.075,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,29.339,"5,963.81",3.464,,39.298,75.758,,72.727,55.814,105.670,0.066,0.036,0.081,0.143,0.325,0.174,0.066,0.551,,48.575,0.381,1.000,0.095,0.407,0.660,0.605,0.009,1.515,0.014,0.020,0.40,0.928,"29,588.64","102,774.30",,14.241,-30.813,0.017,14.700,,,30.680,0.209,0.015,"3,670.37",0.015,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,30.900,"5,648.99",-1.640,,73.197,,,,58.333,,0.037,0.036,0.028,0.082,0.332,0.207,0.045,0.494,,30.408,0.282,1.957,0.073,0.461,0.703,0.606,0.017,0.884,0.013,0.022,0.16,0.812,"31,290.72","133,253.81",,14.129,-28.735,0.109,15.319,,,41.278,0.195,0.013,"6,661.09",0.011,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,28.116,"7,559.32",-0.612,-1.457,77.185,81.522,59.783,67.391,50.685,73.610,0.028,0.013,0.031,0.076,0.229,0.066,0.143,0.594,,25.609,0.927,6.095,0.086,0.400,0.352,0.741,0.168,16.689,0.016,0.036,2.12,0.752,"38,933.16","206,748.30",8.420,20.270,-1.741,0.007,18.700,,,45.727,0.137,0.010,"3,470.66",0.017,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,20.035,"6,633.44",0.241,-1.030,78.495,72.988,60.667,61.118,67.565,31.996,0.039,0.036,0.043,0.051,0.229,0.071,0.055,0.479,,24.049,0.719,3.241,0.049,0.341,0.374,0.738,0.017,5.137,0.014,0.018,1.81,0.547,"43,595.36","242,270.96",9.217,27.726,-4.643,0.036,35.118,"2,460.00",-0.208,43.284,0.193,0.014,"4,509.21",0.026,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,26.284,"10,743.67",1.029,-4.167,65.205,54.348,47.826,43.478,57.143,71.900,0.007,0.009,0.005,0.040,0.230,0.078,0.045,0.581,,38.637,0.251,2.719,0.046,0.111,0.158,0.718,0.058,4.105,0.006,0.016,1.78,0.805,"42,159.23","234,229.03",8.366,17.056,5.428,0.004,23.815,"7,250.00",,41.238,0.188,0.010,"4,665.07",0.019,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,23.336,"8,291.84",2.859,-1.230,81.502,82.963,43.704,72.593,61.538,68.880,0.037,0.039,0.036,0.112,0.252,0.082,0.079,0.532,,30.580,0.376,2.369,0.065,0.335,0.416,0.721,0.057,4.531,0.007,0.012,2.34,0.556,"39,001.79","203,305.12",8.460,18.463,-6.395,0.042,18.376,,,41.495,0.210,0.015,"3,801.85",0.022,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,27.840,"5,566.88",3.142,,65.267,33.333,22.222,22.222,,43.918,0.052,0.020,0.095,0.132,0.369,0.223,0.060,0.487,,56.764,0.274,0.708,0.111,0.471,0.867,0.616,0.007,1.021,0.009,0.020,0.40,0.909,"23,592.72","85,109.99",,14.206,-32.785,0.072,11.880,,,32.897,0.195,0.007,"1,789.12",0.010,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,25.223,"8,898.63",,,29.954,,,,,-180.190,0.009,0.002,0.017,0.034,0.211,0.091,0.050,0.412,,23.074,0.691,2.370,0.073,0.759,0.732,0.721,0.004,5.843,0.008,0.022,0.08,0.879,"39,123.14","151,028.90",,14.780,-25.019,0.098,17.000,"1,680.00",-0.144,31.166,0.250,0.006,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,31.309,"3,748.11",,,41.083,,,,,,0.028,0.018,0.026,0.039,,0.119,,,,16.597,3.019,10.485,0.057,,,0.816,0.317,21.404,0.018,0.029,1.24,0.852,"23,637.15","124,502.20",,16.684,,,11.000,,,,0.134,0.015,"2,949.25",0.070,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,AK,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,21.470,"6,320.19",0.480,-1.096,71.331,74.565,61.793,73.528,56.694,39.145,0.060,0.051,0.067,0.139,0.235,0.096,0.076,0.541,,34.185,5.068,3.856,0.064,0.415,0.463,0.725,0.022,4.169,0.033,0.039,0.51,0.477,"35,935.41","163,267.27",8.849,18.153,-3.754,0.051,25.554,"2,460.00",-0.157,45.553,0.177,0.014,"2,655.20",0.016,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,MT,0.2367,0.367,0.232,0.200,0.148,0.264,0.276,0.272,0.268,0.242,0.763,0.687,0.746,0.792,0.825,24.657,"7,105.12",1.137,-0.683,84.181,75.928,71.958,61.967,61.780,53.186,0.042,0.043,0.040,0.472,0.309,0.212,0.059,0.581,0.976,54.574,0.097,1.091,0.043,-0.054,0.016,0.641,0.014,1.840,0.010,0.014,3.02,0.714,"27,557.26","98,051.41",6.557,15.321,-4.699,0.018,19.094,"1,979.35",-0.033,43.026,0.223,0.011,"2,020.84",0.025,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,MT,0.2975,0.434,0.268,0.266,0.222,0.292,0.309,0.314,0.244,0.302,0.725,0.653,0.740,0.723,0.782,26.318,"8,704.05",-0.747,-3.739,81.412,55.271,63.892,39.363,53.480,114.292,0.022,0.018,0.024,0.515,0.324,0.222,0.061,0.530,0.596,71.313,0.100,1.099,0.057,0.088,0.080,0.606,0.016,2.292,0.007,0.013,3.82,0.664,"25,614.96","84,674.76",6.803,14.603,-7.629,0.014,17.413,"1,620.00",-0.115,40.384,0.193,0.002,"2,671.23",0.028,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,MT,0.1774,0.291,0.186,0.147,0.086,0.226,0.288,0.204,0.223,0.190,0.794,0.662,0.818,0.831,0.866,19.693,"8,355.78",-1.017,0.841,83.063,86.190,70.875,79.603,74.957,50.442,0.060,0.063,0.056,0.114,0.291,0.144,0.097,0.614,0.698,48.659,0.905,2.182,0.043,-0.009,0.011,0.642,0.034,2.245,0.019,0.025,8.79,0.538,"32,458.03","119,437.27",5.102,16.689,12.992,-0.021,21.441,"5,186.83",-0.188,47.075,0.200,0.013,"1,763.14",0.020,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,MT,0.1648,0.216,0.152,0.114,0.176,0.181,0.310,0.175,0.088,0.152,0.808,0.672,0.791,0.886,0.882,24.771,"6,527.06",-0.647,0.728,82.116,85.401,72.993,78.102,71.698,46.440,0.003,0.003,0.002,0.012,0.291,0.158,0.061,0.571,1.756,52.503,0.081,0.824,0.051,-0.098,0.019,0.628,0.048,0.982,0.013,0.011,2.07,0.685,"31,401.06","93,485.19",5.873,16.395,16.404,-0.010,19.032,,,50.316,0.143,0.008,"1,734.49",0.024,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,WY,0.1592,0.236,0.185,0.131,0.085,0.195,0.217,0.177,0.199,0.185,0.792,0.664,0.802,0.855,0.847,18.537,"6,796.72",0.364,-0.901,69.640,74.733,76.551,65.470,61.993,54.416,0.018,0.018,0.019,0.021,0.261,0.132,0.093,0.624,-0.026,48.608,0.075,4.473,0.044,0.111,0.160,0.628,0.056,1.894,0.011,0.014,3.70,0.617,"32,675.27","129,262.21",7.041,16.341,14.809,-0.001,21.300,"1,128.00",-0.086,52.659,0.153,0.004,"3,674.90",0.031,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,WY,0.1760,0.305,0.198,0.117,0.085,0.239,0.296,0.146,0.262,0.250,0.791,0.598,0.802,0.869,0.894,19.108,"7,659.35",2.283,-2.618,84.262,68.630,64.527,47.574,45.395,78.106,0.012,0.009,0.013,0.047,0.225,0.128,0.151,0.647,1.624,50.778,0.190,8.101,0.043,-0.134,-0.057,0.651,0.059,2.017,0.010,0.017,3.10,0.766,"34,375.06","109,997.78",6.149,15.818,7.028,,18.403,,,50.441,0.157,0.011,"2,810.26",0.028,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,WY,0.1906,0.299,0.191,0.154,0.119,0.223,0.242,0.202,0.223,0.225,0.786,0.661,0.769,0.859,0.854,21.503,"8,457.13",0.285,-3.235,77.342,63.877,55.066,44.493,51.435,70.580,0.020,0.021,0.019,0.226,0.332,0.176,0.102,0.544,-0.090,42.068,0.120,4.374,0.052,-0.082,-0.035,0.649,0.030,0.849,0.014,0.016,3.90,0.632,"30,954.44","119,036.90",8.755,14.561,-2.510,0.035,19.700,"1,108.00",-0.032,46.435,0.216,0.006,"2,643.34",0.021,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,WY,0.2042,0.315,0.192,0.197,0.113,0.225,0.240,0.225,0.221,0.214,0.801,0.671,0.783,0.874,0.875,20.745,"7,045.59",1.680,-2.553,61.764,66.644,63.599,51.781,61.137,56.226,0.018,0.012,0.023,0.421,0.292,0.157,0.209,0.561,1.138,45.370,0.114,2.719,0.057,0.081,0.175,0.648,0.028,1.294,0.015,0.017,3.96,0.583,"32,114.45","129,383.88",6.880,15.463,1.819,0.017,20.153,"1,304.29",-0.164,45.096,0.204,0.004,"2,865.10",0.024,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
